Ag-ls_a-arroz,Ag-ls_a-otragr,Ag-ls_a-banano,Ag-ls_a-pinia,Ag-ls_a-cafeenfruta,Ag-ls_a-for,Ag-ls_a-pesca,Manufacturing-ls_a-min,Manufacturing-ls_a-arrozelaborado,Manufacturing-ls_a-alimentos,Manufacturing-ls_a-prodcafe,Manufacturing-ls_a-bebtab,Manufacturing-ls_a-texcuero,Manufacturing-ls_a-refpet,Manufacturing-ls_a-cauchoplast,Manufacturing-ls_a-quimicos,Manufacturing-ls_a-prodminnomet,Manufacturing-ls_a-prodmet,Manufacturing-ls_a-maq,Manufacturing-ls_a-vehiculos,Manufacturing-ls_a-otrmnf,Manufacturing-ls_a-elegas,Manufacturing-ls_a-agua,Construction-ls_a-cns,Commerce-ls_a-comercio,Transport-ls_a-trnsferrocarril,Transport-ls_a-trnstierrapasajeros,Transport-ls_a-taxis,Transport-ls_a-trnmarairecarga,Transport-ls_a-otrtrns,Hotels-ls_a-hotelrest,Transport-ls_a-com,Commerce-ls_a-svcprf,Finance-ls_a-fin,Education-ls_a-edu,Education-ls_a-salud,Communication-ls_a-otrsvc,Home-ls_a-domest,Communication-ls_a-admpub,Ag-excap_a-arroz,Ag-excap_a-otragr,Ag-excap_a-banano,Ag-excap_a-pinia,Ag-excap_a-cafeenfruta,Ag-excap_a-for,Ag-excap_a-pesca,Manufacturing-excap_a-min,Manufacturing-excap_a-arrozelaborado,Manufacturing-excap_a-alimentos,Manufacturing-excap_a-prodcafe,Manufacturing-excap_a-bebtab,Manufacturing-excap_a-texcuero,Manufacturing-excap_a-refpet,Manufacturing-excap_a-cauchoplast,Manufacturing-excap_a-quimicos,Manufacturing-excap_a-prodminnomet,Manufacturing-excap_a-prodmet,Manufacturing-excap_a-maq,Manufacturing-excap_a-vehiculos,Manufacturing-excap_a-otrmnf,Manufacturing-excap_a-elegas,Manufacturing-excap_a-agua,Construction-excap_a-cns,Commerce-excap_a-comercio,Transport-excap_a-trnsferrocarril,Transport-excap_a-trnstierrapasajeros,Transport-excap_a-taxis,Transport-excap_a-trnmarairecarga,Transport-excap_a-otrtrns,Hotels-excap_a-hotelrest,Transport-excap_a-com,Commerce-excap_a-svcprf,Finance-excap_a-fin,Education-excap_a-edu,Education-excap_a-salud,Communication-excap_a-otrsvc,Home-excap_a-domest,Communication-excap_a-admpub,Wages-eta_wf_f-lab-l,Wages-eta_wf_f-lab-m,Wages-eta_wf_f-lab-h,Run.id
1.03288851,0.99720666,0.953841401,1.041587559,0.8545519,0.875028502,0.928870615,0.97568257,0.879390386,0.98751328,1.040951294,1.035999009,1.005720179,0.982384703,0.873223057,0.945607343,0.976941181,0.927803163,0.863445442,1.036570802,1.010008861,0.915613407,0.956308818,0.899245154,1.026901939,0.924512976,0.853815621,1.025386795,0.998210782,1.027393546,0.920311731,0.892256238,0.908808852,1.033264429,0.96941549,0.95014228,0.997023953,0.864097031,1.031209863,-0.042295546,-0.048876966,-0.074632137,-0.09017475,-0.061434857,-0.040075079,-0.095198664,-0.073887759,-0.030553617,-0.036230841,-0.097563559,-0.085798344,-0.033969896,-0.092691468,-0.077275065,-0.03753017,-0.081322265,-0.085908049,-0.091258866,-0.099022333,-0.07903747,-0.032443931,-0.055404298,-0.093527328,-0.060324935,-0.088690887,-0.078334082,-0.034595936,-0.089538039,-0.031169893,-0.039607227,-0.054730382,-0.06015214,-0.038332423,-0.07230786,-0.074544399,-0.076915713,-0.044652026,-0.044471162,-0.07,-0.07,-0.07,212
0.862772078,1.007154727,0.865655666,1.017580186,0.866336734,0.907925984,0.981815105,0.97386192,0.945028466,0.952298777,0.980704561,0.97005122,1.03764686,1.046492639,0.892094729,1.009285409,0.903561818,1.029306103,0.900362572,0.894854165,0.931748993,0.935488239,0.992168877,0.923962635,0.948270358,1.020353088,0.967518092,0.9977036,0.955520333,1.005806892,0.8677588,0.956243717,0.960741994,0.898728785,0.877799251,0.886964243,1.003440585,0.946879479,0.95354527,-0.055876708,-0.039931257,-0.036375052,-0.094335163,-0.090247879,-0.055339709,-0.033741478,-0.099307461,-0.04481677,-0.042456079,-0.04481803,-0.066269404,-0.06633233,-0.083699896,-0.098100254,-0.054377219,-0.079219265,-0.097765353,-0.055554786,-0.066869732,-0.070572361,-0.074961721,-0.049239138,-0.067138053,-0.038211619,-0.078212319,-0.092659486,-0.054277043,-0.062920031,-0.095369323,-0.066843103,-0.077163596,-0.084296086,-0.094655184,-0.06435049,-0.043070277,-0.055311476,-0.044452535,-0.039873907,-0.07,-0.07,-0.07,213
0.901084538,0.947232759,0.891927493,0.968996299,0.970509779,0.855225067,1.018588146,0.861035213,1.006607926,0.872650369,0.903491762,0.975440859,0.892478573,0.970283135,0.875922121,0.984940495,1.030940277,0.989582929,0.987724832,0.857781756,0.871262384,0.98425045,1.034616649,0.850575197,0.882183202,0.886053429,0.895676331,1.030580705,0.897218864,0.860711965,0.927914627,1.032080952,1.040731737,0.871554276,0.996079219,0.86352744,0.989067797,0.928884848,0.987932338,-0.06638607,-0.087280963,-0.060245299,-0.043114953,-0.09500349,-0.060116857,-0.047739486,-0.080942444,-0.034156674,-0.042206966,-0.051453007,-0.045815231,-0.091531341,-0.093937253,-0.055924391,-0.040187515,-0.070906511,-0.057472511,-0.032673002,-0.051934349,-0.035492735,-0.072024516,-0.048803097,-0.046435839,-0.050145822,-0.042178589,-0.031829669,-0.068905644,-0.036724822,-0.07454804,-0.076178719,-0.041335515,-0.038718794,-0.048170863,-0.038161252,-0.047083326,-0.064925548,-0.090138123,-0.044069649,-0.07,-0.07,-0.07,214
1.038990345,1.039046535,0.855981447,0.965681492,0.922859443,0.90909961,0.898195998,1.015342816,1.002935927,0.868365461,0.949257953,0.947973635,0.94906178,0.873329568,0.89837839,0.934415381,0.941897631,0.987159774,1.015056331,0.979087765,1.033149495,0.898155482,0.947118456,0.929148763,0.871582943,0.992671014,0.927418632,0.934228013,0.867270816,0.87563584,1.007529159,0.871535158,0.942598592,1.020136299,0.886199104,1.013062576,0.991687018,0.970424605,1.037988292,-0.096941912,-0.068929622,-0.049886791,-0.088231311,-0.032551093,-0.070113409,-0.093553976,-0.053865633,-0.077975821,-0.081361667,-0.071338481,-0.062512868,-0.086798806,-0.063943816,-0.036562346,-0.058373769,-0.040728122,-0.059041259,-0.088372718,-0.063633535,-0.042823831,-0.047388197,-0.068847789,-0.098459046,-0.062473903,-0.093209529,-0.087048293,-0.07606861,-0.087347618,-0.039945174,-0.086675831,-0.080243553,-0.052792684,-0.045262082,-0.082572178,-0.066069407,-0.087770026,-0.048288606,-0.053783856,-0.07,-0.07,-0.07,215
0.982388186,1.010823266,0.875813892,0.949225092,0.921212543,0.949145154,0.850920152,1.01565529,0.922837117,0.906298547,0.915144241,0.893700739,1.03738603,1.014798833,0.971586733,0.962079349,0.899373694,0.883117144,0.990278511,1.01589644,0.945688649,0.977768422,0.858907213,0.903267519,0.941322057,1.005412281,0.922454333,0.855683108,0.921991752,1.042023111,1.021426711,0.860777089,0.963421677,0.850386103,0.966320951,0.908533783,0.886007243,0.911491919,0.968509079,-0.053621479,-0.081146748,-0.080550412,-0.071030576,-0.093797166,-0.07921496,-0.077210737,-0.087812433,-0.094895412,-0.075900881,-0.088461741,-0.038034448,-0.080392712,-0.092627279,-0.043491978,-0.058194728,-0.073458665,-0.07839606,-0.048217704,-0.061163143,-0.071839505,-0.053998618,-0.042539951,-0.065431184,-0.08431674,-0.052578095,-0.044356958,-0.092070593,-0.080560762,-0.058479786,-0.085604675,-0.08330019,-0.055603085,-0.03073623,-0.097864219,-0.086554894,-0.039186306,-0.081024139,-0.049090322,-0.07,-0.07,-0.07,216
0.959207521,0.874954614,1.019909809,1.043704038,0.959926623,0.86449527,0.955385335,0.873942843,0.917347299,0.965356934,0.894548148,0.906371908,0.944045829,0.972513549,0.965041886,0.979067891,0.857309304,0.888424839,0.875739074,0.938201299,1.000008737,0.977054122,0.912937981,0.887974164,0.920968523,0.877069278,0.86307614,0.851367242,0.979933821,0.931832262,0.957496099,1.005993248,0.886447427,0.891290183,0.934774358,0.854004259,1.043139909,0.935438111,0.981251998,-0.05064889,-0.081874424,-0.050012804,-0.084065507,-0.067977517,-0.087524638,-0.044242339,-0.080027439,-0.06156678,-0.035340795,-0.061667948,-0.037748399,-0.083096568,-0.054217932,-0.063481423,-0.096882575,-0.066812253,-0.071309285,-0.040928304,-0.073219134,-0.099365221,-0.058172009,-0.092317821,-0.084111967,-0.036853775,-0.032203962,-0.072300302,-0.064087917,-0.046969153,-0.065803581,-0.039928165,-0.086388894,-0.067789581,-0.036601978,-0.096557387,-0.06873004,-0.0718466,-0.058608589,-0.035247697,-0.07,-0.07,-0.07,217
0.988374601,0.952694696,0.91672671,1.003989735,0.854397784,0.927688623,0.850389115,0.879139712,0.876653478,0.871084556,0.855061378,1.036033744,1.022877286,0.883095306,0.989710345,0.864558218,1.00263321,0.998159656,0.909141407,0.875570344,1.021186114,0.870142868,1.008228287,0.950831162,1.019046161,0.962283295,0.92876828,0.876031518,0.899462736,0.909685191,0.98543947,0.922347825,0.925306993,0.92475349,0.976726173,1.014574606,0.954927565,0.969278993,1.005048341,-0.044392638,-0.061169897,-0.078494199,-0.069627708,-0.079863081,-0.052691968,-0.07510561,-0.045044253,-0.056545426,-0.041548014,-0.063096609,-0.043634348,-0.061418044,-0.082375044,-0.065007515,-0.080194095,-0.074577176,-0.099745067,-0.066092135,-0.045361735,-0.065945264,-0.049205505,-0.036602444,-0.045597605,-0.036590765,-0.077293264,-0.099005124,-0.090056945,-0.079930307,-0.062943635,-0.090587106,-0.053990599,-0.032511266,-0.057145029,-0.068390838,-0.061233083,-0.070391096,-0.099580677,-0.097629022,-0.07,-0.07,-0.07,218
0.888535061,0.963018679,0.897028671,0.860320264,0.972251062,1.044447731,0.925613433,0.871140128,0.91764218,1.010592266,1.042715246,0.872998157,0.930167388,1.023012216,1.034798783,0.974898719,1.023019039,1.019973402,1.02162415,0.947324128,0.8531531,1.002946086,0.977580556,1.034043011,1.04781997,0.900737515,1.015078068,0.892806781,0.948699877,1.002353601,0.998142524,0.990070789,0.867404486,0.956065509,1.041216621,0.911153972,1.039073939,0.999934126,0.92335447,-0.070695595,-0.091321482,-0.051437379,-0.048700767,-0.098948067,-0.035637108,-0.036036754,-0.034283107,-0.070732232,-0.034756127,-0.045584243,-0.073236973,-0.053998811,-0.042112883,-0.097192381,-0.076757776,-0.081084741,-0.070972706,-0.094635304,-0.050934025,-0.098386199,-0.064006948,-0.060479814,-0.066629744,-0.041403876,-0.091660516,-0.030123991,-0.032002994,-0.034832801,-0.078264866,-0.052611976,-0.061630725,-0.042958478,-0.092715518,-0.085341899,-0.094751236,-0.056015888,-0.085619699,-0.043655643,-0.07,-0.07,-0.07,219
0.88937156,1.006607595,0.895673253,0.889474513,0.887829722,1.03247685,0.983293551,0.896181912,0.875129595,0.971928466,0.927354035,0.894862442,0.873433745,0.99229709,1.041063548,1.042914635,0.884370941,0.872279623,1.041795266,0.949724845,0.953903968,1.001289431,0.867636748,0.966828474,1.038402343,1.023269339,1.020634407,1.00985374,0.963475147,0.938301254,0.952222236,1.045413656,0.872292177,1.002819159,0.864774579,0.887804324,0.926971028,1.037068733,0.861029054,-0.034808285,-0.042588863,-0.090684911,-0.085938471,-0.051689259,-0.073958996,-0.074400133,-0.060562813,-0.068103805,-0.092950075,-0.070552533,-0.039430954,-0.080222094,-0.033058266,-0.095963415,-0.042826378,-0.059096544,-0.090462412,-0.038193945,-0.033685723,-0.090107661,-0.076137567,-0.057648263,-0.059205048,-0.058591789,-0.057458954,-0.057287776,-0.071780803,-0.038893963,-0.030536288,-0.056288473,-0.03885616,-0.049681818,-0.079992163,-0.052043821,-0.076560244,-0.075376367,-0.074321066,-0.071618641,-0.07,-0.07,-0.07,220
0.914819464,0.854146636,1.024776158,0.873727776,0.943220082,0.992845416,0.946171157,0.935169927,0.927919261,1.015070104,1.019377597,1.038423601,1.007130217,0.911816114,1.027396033,0.973799228,0.853515104,1.034648569,0.967477828,0.858511675,0.997957261,0.912199524,1.040546783,1.009360832,0.988616965,0.962700786,0.984288319,0.907201827,1.018409217,0.876000067,0.864548986,1.019034721,0.996347261,0.9418516,0.985112044,0.900398741,1.01018301,0.947178984,0.93147138,-0.081781457,-0.067492313,-0.035939792,-0.060461673,-0.061159164,-0.071747441,-0.060780755,-0.065353572,-0.033900028,-0.055906021,-0.048742304,-0.078650287,-0.037456421,-0.066011663,-0.049375261,-0.060356784,-0.041420085,-0.043165532,-0.0958781,-0.052897542,-0.046865487,-0.060237064,-0.064005561,-0.050161911,-0.09188215,-0.0572987,-0.085302349,-0.033414267,-0.056393099,-0.098708599,-0.049436772,-0.056218129,-0.069010536,-0.07894469,-0.035880534,-0.045839149,-0.069505142,-0.071678395,-0.03016971,-0.07,-0.07,-0.07,221
0.988820869,1.043169117,0.902490063,1.038503276,1.00018044,0.867396437,0.979074863,0.974148301,0.881269192,0.974002494,0.866472672,0.87725573,1.018744351,0.946775606,0.970325512,0.901258156,1.01746325,1.042436974,0.883965078,0.950665328,0.944532774,0.998565371,0.90169126,0.937676959,0.880658158,1.01973908,0.984818263,0.860960368,0.972732023,0.888150796,1.006263316,0.992966221,1.029497169,0.951410399,1.040871385,0.955310829,0.873950171,0.958261333,1.028067598,-0.036768842,-0.089509182,-0.041276768,-0.068155522,-0.039308648,-0.030010955,-0.085790661,-0.078995925,-0.069704432,-0.070517381,-0.035838987,-0.04179921,-0.044211172,-0.033598496,-0.065736423,-0.09934995,-0.078241727,-0.068183574,-0.091627502,-0.046274877,-0.035096038,-0.090814027,-0.067745378,-0.061145462,-0.077417493,-0.039420402,-0.039438718,-0.063908739,-0.037834218,-0.073666724,-0.08892667,-0.034484805,-0.073738462,-0.030174498,-0.097502858,-0.03729034,-0.03836572,-0.065734822,-0.075588932,-0.07,-0.07,-0.07,222
0.873496112,1.033264613,0.997293433,0.90865448,1.000554358,1.036263649,0.992748445,0.868483478,1.012640457,1.038731862,0.998051634,1.002233975,0.868071585,1.022302945,0.88898544,0.941813648,0.89633804,0.977443871,0.995698295,0.896010027,0.908241002,0.917865698,1.044104254,0.950030905,1.03793892,1.015220933,0.89163753,0.896882198,0.952610837,0.92669709,1.034040091,0.909540397,0.950633498,0.985029703,0.940615927,0.92119406,0.882633231,0.9392092,1.024571514,-0.040503227,-0.053050157,-0.094057891,-0.055757089,-0.042264237,-0.042728582,-0.052128412,-0.062516262,-0.048196703,-0.032808364,-0.053576187,-0.060010035,-0.077358553,-0.090198475,-0.049039173,-0.094796244,-0.051949021,-0.067590546,-0.036596328,-0.08328759,-0.065241592,-0.089019907,-0.0569031,-0.073548654,-0.042309254,-0.075149939,-0.08588733,-0.060396025,-0.096916942,-0.090396555,-0.03197769,-0.094875043,-0.063887916,-0.040488489,-0.072084232,-0.039628561,-0.094422184,-0.054864462,-0.099329492,-0.07,-0.07,-0.07,223
1.029582042,0.8950841,0.949676943,0.912612021,1.007445111,1.028328202,0.916970656,0.941461182,0.935047588,0.952946379,0.863527352,0.985468291,1.025897923,0.903841267,1.015951646,1.029155148,0.991292814,0.897156835,1.012727441,1.024137678,0.959533301,0.951242183,0.959226873,0.949068609,1.015937817,0.940391828,0.976238961,0.921825602,1.042606236,0.942222044,0.956589877,1.015353381,0.999981889,0.920700872,1.019362243,0.997362077,0.961366432,0.940729897,1.007781436,-0.089185932,-0.067652991,-0.071109547,-0.060824165,-0.037077768,-0.065573673,-0.043404412,-0.034885254,-0.059582049,-0.093256632,-0.064126755,-0.036078567,-0.035010678,-0.071026344,-0.094033259,-0.049672457,-0.060949324,-0.058103707,-0.06311057,-0.094031112,-0.045632026,-0.053626737,-0.044809397,-0.08168909,-0.097049661,-0.04418535,-0.068507743,-0.071068286,-0.076573843,-0.046046241,-0.057520832,-0.050511027,-0.061837234,-0.045664079,-0.046937604,-0.043160732,-0.06512106,-0.064811583,-0.088843797,-0.07,-0.07,-0.07,224
0.967195546,0.955190027,1.039252334,1.023015936,1.014956952,1.028952425,0.880254602,1.046964927,1.030075802,0.934279316,1.033513022,0.907003876,0.973866325,0.983426226,0.954566399,0.895871475,0.88727219,0.976911972,0.881761436,0.969498836,1.046654722,0.864911771,0.857601352,0.85420578,0.955738159,0.942318288,0.893704744,0.850034732,0.928517681,0.862088255,0.869790954,0.918683659,0.885269194,0.893554529,0.876238514,1.016912832,0.864175357,0.960990346,0.99796466,-0.05109964,-0.03211489,-0.049760065,-0.032386476,-0.067112821,-0.030198092,-0.051921387,-0.081165794,-0.091542901,-0.083063029,-0.098409926,-0.079584336,-0.062894164,-0.089754643,-0.064967827,-0.051116003,-0.098597426,-0.038763621,-0.062783658,-0.041137884,-0.073105536,-0.062413469,-0.084917496,-0.030314905,-0.08584138,-0.051481315,-0.082880898,-0.080578606,-0.077639864,-0.05474271,-0.080321379,-0.066563234,-0.058848956,-0.084316191,-0.056148481,-0.044859161,-0.058026372,-0.042064604,-0.046078502,-0.07,-0.07,-0.07,225
1.000538458,0.894309297,0.988626445,0.920092237,0.899362868,1.040873826,1.024931419,0.981031825,1.015316162,0.880228286,0.906738734,0.942160452,0.942470804,1.039867645,1.032159003,0.941467008,0.957672902,0.964190824,0.990882975,0.887025574,0.957329292,0.942617437,0.879230308,0.951552936,0.986356562,0.850058695,0.921933117,0.972199645,1.033232591,1.03366201,0.94113229,0.912227065,0.940599782,1.015828176,0.88654216,0.980012202,0.854617382,0.902168954,0.925741317,-0.098868121,-0.056116018,-0.088189081,-0.088473074,-0.094132915,-0.037752562,-0.068959762,-0.069363086,-0.05099793,-0.072644101,-0.090093992,-0.063324358,-0.067981486,-0.054359009,-0.034325699,-0.054087614,-0.071301239,-0.06145664,-0.073781945,-0.049158452,-0.037946628,-0.060411251,-0.054636649,-0.030482475,-0.079307518,-0.088313569,-0.099564066,-0.066601029,-0.04324558,-0.075708652,-0.051602414,-0.091087361,-0.040310899,-0.085607248,-0.053180884,-0.03829819,-0.075075491,-0.046010727,-0.033052872,-0.07,-0.07,-0.07,226
0.879247748,1.040635934,0.858840516,1.029235056,1.015057323,0.983467294,0.923469522,1.000902537,1.007870133,1.02429025,0.974448259,0.920444627,0.888897511,0.872742943,0.869198916,0.899628582,0.877697869,0.945303553,1.01885372,0.902966675,1.024657385,0.984940723,0.983020208,1.046078483,0.924879777,1.026860286,0.879390734,0.889571942,0.915995232,0.982785592,0.899590563,0.919168036,1.041633904,0.970743174,0.976113262,0.973092133,0.887306969,0.983750051,0.929959639,-0.044269675,-0.052775223,-0.069167424,-0.095151638,-0.068635331,-0.042595664,-0.034393549,-0.037630611,-0.088001593,-0.030483621,-0.043895609,-0.085328136,-0.037080975,-0.066057959,-0.092822246,-0.038076019,-0.03202942,-0.068836062,-0.082957579,-0.089709136,-0.044234059,-0.086908925,-0.041861373,-0.093482439,-0.036760203,-0.056512155,-0.030972774,-0.090498421,-0.056440407,-0.04473568,-0.064722561,-0.055940491,-0.037696267,-0.056094755,-0.033089276,-0.053666357,-0.042004974,-0.062891629,-0.039761253,-0.07,-0.07,-0.07,227
0.977268111,0.921912982,1.009563427,1.040489186,0.877596179,0.989633111,0.865608022,0.864455828,0.983364318,0.927857149,0.989199294,1.014647719,0.878451214,0.852658427,0.896921324,0.933465281,0.870472246,0.994669667,0.94296446,0.952813252,0.995956605,1.041423975,1.006190338,0.960416075,0.910697576,0.898172512,0.902961102,1.011408065,1.040910516,0.934781641,0.86125981,0.90834882,0.950359334,0.91338462,0.851685927,0.922714411,0.899246794,0.903650251,0.876776835,-0.087299108,-0.075775898,-0.073568564,-0.072223403,-0.045437131,-0.058747404,-0.05939227,-0.074271046,-0.031067509,-0.080600866,-0.093378352,-0.090816143,-0.072384536,-0.08226667,-0.076592102,-0.076581759,-0.065739533,-0.047330143,-0.098754581,-0.094437987,-0.060093562,-0.058680069,-0.065374161,-0.041078596,-0.092666694,-0.086379388,-0.076961043,-0.059401415,-0.031839849,-0.096382569,-0.078980607,-0.034062249,-0.083942751,-0.066352767,-0.076000605,-0.047959298,-0.070551006,-0.092492343,-0.060927303,-0.07,-0.07,-0.07,228
0.883012175,0.961775388,0.859459833,1.048985053,0.881545068,0.922689389,0.971107146,1.022871008,0.988579702,1.042025309,0.970324183,1.041426676,0.862052078,0.934740909,0.978543308,0.985409244,0.952078246,1.023014079,1.042623421,0.885459103,0.88174334,0.957748733,1.01019568,0.959181645,0.922031436,0.866702396,1.047249124,0.870855633,0.965888281,0.952199521,0.943876859,0.988389939,0.879088149,1.000789841,1.026227698,1.02373823,1.041716087,0.963645227,1.038641481,-0.062791231,-0.078551558,-0.086359449,-0.069969786,-0.094611464,-0.072006871,-0.09159368,-0.092440336,-0.090743238,-0.077191071,-0.09799819,-0.043320159,-0.055851042,-0.032485533,-0.070509,-0.045294211,-0.067466853,-0.06078536,-0.083608585,-0.089197765,-0.06084608,-0.052484085,-0.092182763,-0.072753576,-0.047987484,-0.061400638,-0.038068007,-0.067263993,-0.07001641,-0.036353513,-0.037876914,-0.077948131,-0.062111175,-0.06561271,-0.060142467,-0.070114804,-0.072797511,-0.0793489,-0.052531317,-0.07,-0.07,-0.07,229
0.963594647,0.954739942,1.015068191,0.938508188,0.919604589,0.964381264,0.879826808,1.037286177,1.014639079,0.986696758,1.049528334,0.881100138,1.015033467,0.892568139,0.909178528,0.920300124,1.025163849,1.00353349,0.985396333,0.91894578,1.048861638,0.880951258,1.012893233,0.939709799,0.895853696,1.028343691,0.993143422,0.866976852,0.981975822,1.013292954,0.867259833,0.955205451,1.039704813,0.908323961,1.023089467,0.926476002,0.938471933,1.049183497,1.00034295,-0.081181741,-0.048574448,-0.092177792,-0.080385379,-0.031451303,-0.044859598,-0.099564266,-0.046619069,-0.038116869,-0.049711184,-0.036429795,-0.039205921,-0.093306424,-0.076742716,-0.041306388,-0.039069988,-0.074137852,-0.050468533,-0.067690333,-0.07973439,-0.04535269,-0.070285502,-0.074815403,-0.088865035,-0.092647952,-0.080041475,-0.079750671,-0.049940796,-0.066975588,-0.072701779,-0.061577844,-0.093487988,-0.049016553,-0.093140065,-0.058324877,-0.034321892,-0.061826438,-0.061848605,-0.071883049,-0.07,-0.07,-0.07,230
0.92266438,0.989013534,0.90758092,1.042498109,0.929019662,0.931144729,0.998368575,0.97866637,0.853684476,0.871589851,0.920459022,0.901746059,0.95057085,1.048530642,0.997109647,0.948994689,1.001243742,1.040770876,0.877978637,0.98938256,0.892745403,0.890578725,0.982588581,0.869400887,0.992881751,0.893278352,1.026967942,0.873165986,0.87982616,1.048802388,1.005879378,0.916532425,1.010740904,1.018546128,0.968765483,1.016454821,0.941142613,0.862980543,0.9156571,-0.075616198,-0.088096083,-0.080176907,-0.031857067,-0.071509733,-0.0657601,-0.066168031,-0.04041142,-0.062240688,-0.055592771,-0.085952916,-0.090537467,-0.039604183,-0.056245965,-0.076961438,-0.03251908,-0.082485139,-0.032029712,-0.048486116,-0.058896593,-0.061088678,-0.044738775,-0.038578708,-0.090817154,-0.082812718,-0.09205427,-0.042106254,-0.070617744,-0.030500502,-0.069757453,-0.053676642,-0.067326275,-0.032867177,-0.06258525,-0.051492416,-0.052494968,-0.068884887,-0.037081985,-0.036747347,-0.07,-0.07,-0.07,231
0.941223524,0.892738094,1.022133099,0.898399973,0.973269575,0.924231949,0.998734958,0.946334774,0.894708428,1.013587204,0.98480564,0.863584516,0.878771168,0.880194346,1.016889168,1.030376771,0.866684648,0.990723154,0.923932275,0.85536267,0.929676378,1.028104956,0.951757944,0.930987918,1.028556538,0.927772196,0.864632096,0.992350728,0.93446211,0.988806917,1.011253626,0.92190966,0.891516359,1.024926892,0.970575256,0.945522965,0.947699462,0.997511811,0.932229303,-0.032656989,-0.085089652,-0.086746793,-0.084123439,-0.042178131,-0.050745041,-0.091322169,-0.031351977,-0.095897498,-0.097863157,-0.053031506,-0.060280129,-0.094133847,-0.060176914,-0.052376421,-0.034043759,-0.061536756,-0.074586588,-0.070984314,-0.070335567,-0.039900478,-0.037784135,-0.077684305,-0.034349671,-0.096145578,-0.038208282,-0.07923085,-0.091658575,-0.05534675,-0.096820167,-0.072454722,-0.098981675,-0.039745245,-0.082036532,-0.073507962,-0.057203659,-0.063797431,-0.040038478,-0.050803819,-0.07,-0.07,-0.07,232
0.964163521,0.911543974,0.916164664,0.996949245,0.924345147,1.047165352,0.90432422,1.029685634,0.850545903,0.903664876,0.942095881,1.012629893,0.897410399,0.959679199,1.047766468,0.918007751,0.893413757,1.024119667,0.906412395,0.893177518,0.875044587,0.93683486,1.047879501,1.020123055,0.862042631,1.000902936,0.904645015,0.854383623,0.991263743,0.973757855,0.930234846,0.96357468,0.988615703,0.982724707,0.96999977,0.89871348,0.880514555,0.960464433,0.907387163,-0.036419294,-0.094398952,-0.068156807,-0.072639609,-0.040204721,-0.089846025,-0.030344203,-0.049597714,-0.066781043,-0.036942708,-0.041956133,-0.059327063,-0.034772184,-0.044237002,-0.031315398,-0.062379656,-0.067053089,-0.093105847,-0.076954597,-0.074371835,-0.071705794,-0.065633479,-0.050419584,-0.035052124,-0.081202611,-0.052880122,-0.093800123,-0.040377195,-0.057784671,-0.078668476,-0.097996602,-0.0482919,-0.099978009,-0.075564904,-0.082308193,-0.0825826,-0.072216903,-0.06244816,-0.067392054,-0.07,-0.07,-0.07,233
0.905218686,0.864971315,1.040100937,1.017235333,0.914810857,0.926369128,0.977447221,0.956069054,0.858475085,1.033615883,1.021527965,1.033478012,0.967720852,0.910596056,0.858550445,1.012005831,0.938096518,0.989031186,1.045112419,0.87303859,1.003354137,1.020106799,0.999750252,0.953941086,0.987069104,0.88306292,0.91685068,0.933548871,0.938445485,0.959434261,0.953913051,1.001220375,1.000362101,0.946662309,0.986300353,1.028472454,1.012378165,0.889777523,1.036489451,-0.071666298,-0.073849979,-0.094792859,-0.033301156,-0.088684501,-0.072845661,-0.048988918,-0.094475976,-0.051618889,-0.088164615,-0.083113197,-0.074563363,-0.044687233,-0.081837803,-0.049674252,-0.098031713,-0.056695066,-0.055205521,-0.077969057,-0.040861343,-0.05015293,-0.098759047,-0.039784243,-0.065211238,-0.080504702,-0.083667192,-0.073004564,-0.082319424,-0.069026463,-0.071819478,-0.081413745,-0.060333726,-0.072275236,-0.067444177,-0.03912855,-0.099563139,-0.062150638,-0.055351878,-0.085638792,-0.07,-0.07,-0.07,234
0.94317017,0.92948071,0.9529526,0.959245768,0.985267388,0.937152381,0.932320862,1.002587523,1.034068462,1.014837526,0.908719231,0.958997802,0.919799396,0.873751873,0.982236236,0.859679476,0.916886036,0.983100023,0.935181956,0.97344747,0.976917593,0.89329519,0.914201036,0.911902408,0.8677173,0.928948087,0.892920378,0.882245218,0.979452385,0.93935631,0.992318523,0.860399937,0.959530455,0.992962973,0.989349151,0.994644533,1.002825921,0.976157984,0.942259236,-0.07277894,-0.067837879,-0.033551109,-0.033992215,-0.06234085,-0.040802325,-0.08262576,-0.047419523,-0.091196696,-0.032114438,-0.054959357,-0.095965482,-0.069636128,-0.065711164,-0.061176054,-0.05763128,-0.079107622,-0.059372975,-0.042074707,-0.070027246,-0.050029221,-0.094228578,-0.034048542,-0.038918007,-0.090691355,-0.037812359,-0.03872084,-0.095734592,-0.043906235,-0.048342473,-0.042658144,-0.096134857,-0.062837982,-0.093598885,-0.07410235,-0.062114562,-0.070060484,-0.064049202,-0.094928908,-0.07,-0.07,-0.07,235
